location,city,property_type,bedrooms,bathrooms,size_sqm,furnished,serviced,annual_rent,listing_date,listing_url
VGC,Lagos,penthouse,4,4,,not stated,yes,9300000,14/08/2026,#######
Garki,Abuja,terrace,2,2,63,not stated,no,3200000,18/08/2026,#######
Ojodu Berger,Lagos,penthouse,3,2,533,no,not stated,5300000,14/08/2026,#######
Ikeja GRA,Lagos,flat,2,2,,not stated,no,3500000,11/08/2026,#######
Amuwo Odofin,Lagos,mansion,5,4,827,not stated,yes,8000000,14/08/2026,#######
Mabushi,Abuja,penthouse,2,3,115,no,not stated,4500000,04/08/2026,#######
Ikeja GRA,Lagos,bungalow,1,1,146,not stated,no,4100000,07/08/2026,#######
Life Camp,Abuja,duplex,1,1,,yes,no,1500000,13/08/2026,#######
Maitama,Abuja,terrace,3,3,199,no,no,6500000,17/08/2026,#######
Dutse,Abuja,mansion,2,2,853,yes,yes,6200000,12/08/2026,#######
Festac,Lagos,bungalow,4,5,434,no,yes,4600000,08/08/2026,#######
Ikoyi,Lagos,penthouse,2,2,66,no,yes,8800000,09/08/2026,#######
Ojodu Berger,Lagos,mansion,6,5,545,not stated,no,9900000,11/08/2026,#######
Maitama,Abuja,duplex,3,4,,not stated,yes,6200000,16/08/2026,#######
Gbagada,Lagos,flat,1,2,141,no,not stated,2900000,03/08/2026,#######
Asokoro,Abuja,duplex,4,5,457,not stated,not stated,7900000,13/08/2026,#######
Ajah,Lagos,bungalow,2,1,85,not stated,no,3400000,04/08/2026,#######
Ojodu Berger,Lagos,duplex,6,7,279,not stated,yes,5500000,04/08/2026,#######
Gwarinpa,Abuja,penthouse,3,2,638,no,no,8700000,03/08/2026,#######
Ilupeju,Lagos,duplex,3,4,,yes,not stated,3500000,08/08/2026,#######
Allen,Lagos,duplex,1,1,,not stated,not stated,2600000,12/08/2026,#######
Amuwo Odofin,Lagos,self-contain,0,1,87,not stated,yes,1100000,16/08/2026,#######
Wuse 2,Abuja,bungalow,2,3,97,yes,yes,6500000,10/08/2026,#######
Lugbe,Abuja,self-contain,0,1,80,no,yes,900000,18/08/2026,#######
Lekki Phase 2,Lagos,penthouse,2,3,,yes,not stated,4900000,15/08/2026,#######
Life Camp,Abuja,penthouse,4,3,262,not stated,not stated,6000000,03/08/2026,#######
Gwarinpa,Abuja,terrace,2,3,111,no,no,4100000,09/08/2026,#######
Apo,Abuja,bungalow,5,5,418,no,no,4700000,03/08/2026,#######
Surulere,Lagos,penthouse,4,5,706,yes,not stated,5500000,03/08/2026,#######
VGC,Lagos,flat,2,2,110,no,not stated,4700000,09/08/2026,#######
Wuse 2,Abuja,self-contain,0,1,79,yes,yes,1200000,04/08/2026,#######
Sangotedo,Lagos,penthouse,4,4,647,yes,not stated,7100000,03/08/2026,#######
Surulere,Lagos,mansion,1,2,,no,yes,4800000,16/08/2026,#######
Life Camp,Abuja,duplex,3,2,425,yes,yes,3200000,01/08/2026,#######
VGC,Lagos,self-contain,0,1,58,not stated,no,100000,14/08/2026,#######
Opebi,Lagos,duplex,4,4,,yes,not stated,5000000,14/08/2026,#######
Guzape,Abuja,flat,3,3,295,yes,not stated,6000000,17/08/2026,#######
Katampe,Abuja,bungalow,3,3,701,no,no,4200000,03/08/2026,#######
Life Camp,Abuja,self-contain,0,1,,yes,not stated,1500000,03/08/2026,#######
Guzape,Abuja,penthouse,3,2,,yes,yes,8200000,05/08/2026,#######
Asokoro,Abuja,duplex,2,2,70,yes,not stated,5500000,12/08/2026,#######
Gbagada,Lagos,terrace,3,2,150,no,not stated,3400000,14/08/2026,#######
Gwarinpa,Abuja,bungalow,5,6,793,no,no,7500000,12/08/2026,#######
Jahi,Abuja,mansion,3,4,1023,yes,yes,13200000,01/08/2026,#######
Life Camp,Abuja,mansion,2,2,,yes,not stated,6400000,09/08/2026,#######
Ilupeju,Lagos,terrace,4,5,743,no,yes,4600000,02/08/2026,#######
Lokogoma,Abuja,mansion,2,3,723,no,no,6400000,16/08/2026,#######
Surulere,Lagos,mansion,6,5,754,not stated,not stated,8800000,12/08/2026,#######
Ikeja GRA,Lagos,duplex,4,5,,no,not stated,5700000,09/08/2026,#######
Life Camp,Abuja,self-contain,0,1,123,not stated,yes,500000,09/08/2026,#######
Dutse,Abuja,mansion,2,3,803,yes,no,6200000,11/08/2026,#######
Lugbe,Abuja,mansion,5,4,722,not stated,no,7500000,12/08/2026,#######
Apo,Abuja,terrace,4,5,203,not stated,not stated,5200000,17/08/2026,#######
Apo,Abuja,penthouse,2,2,,yes,no,4200000,15/08/2026,#######
Ikeja GRA,Lagos,self-contain,0,1,,no,yes,1000000,03/08/2026,#######
Ojodu Berger,Lagos,self-contain,0,1,131,yes,no,100000,03/08/2026,#######
Ikeja,Lagos,terrace,2,2,51,no,yes,2600000,17/08/2026,#######
Maitama,Abuja,terrace,3,2,,yes,no,6100000,08/08/2026,#######
Jahi,Abuja,duplex,3,4,669,yes,not stated,6300000,10/08/2026,#######
Dutse,Abuja,penthouse,3,3,389,not stated,yes,5400000,11/08/2026,#######
Ilupeju,Lagos,duplex,3,4,,not stated,not stated,4500000,02/08/2026,#######
Lekki Phase 2,Lagos,bungalow,3,4,,yes,not stated,3100000,05/08/2026,#######
Festac,Lagos,flat,4,5,153,yes,not stated,5000000,14/08/2026,#######
Lokogoma,Abuja,terrace,5,6,702,yes,yes,4500000,12/08/2026,#######
Apo,Abuja,terrace,3,2,,not stated,not stated,4600000,03/08/2026,#######
Dutse,Abuja,terrace,3,4,,yes,not stated,3300000,05/08/2026,#######
Magodo,Lagos,self-contain,0,1,,no,no,1400000,03/08/2026,#######
Life Camp,Abuja,mansion,2,3,896,not stated,not stated,6500000,08/08/2026,#######
Lokogoma,Abuja,terrace,6,6,465,yes,not stated,6100000,12/08/2026,#######
Sangotedo,Lagos,penthouse,3,4,490,not stated,no,5000000,10/08/2026,#######
Allen,Lagos,bungalow,2,2,92,yes,not stated,4000000,12/08/2026,#######
Wuse 1,Abuja,terrace,3,3,258,yes,no,4400000,15/08/2026,#######
Maryland,Lagos,terrace,4,5,270,yes,not stated,4000000,08/08/2026,#######
Ikoyi,Lagos,duplex,1,2,67,no,yes,4200000,05/08/2026,#######
Maryland,Lagos,mansion,4,3,869,yes,not stated,7800000,07/08/2026,#######
Wuse 2,Abuja,bungalow,2,1,,yes,not stated,5400000,03/08/2026,#######
Garki,Abuja,terrace,2,1,111,yes,yes,2100000,02/08/2026,#######
Dutse,Abuja,duplex,1,1,94,no,yes,2000000,10/08/2026,#######
Wuse 2,Abuja,mansion,4,3,521,no,yes,17900000,11/08/2026,#######
Ikeja GRA,Lagos,penthouse,4,4,419,not stated,no,9000000,01/08/2026,#######
Lugbe,Abuja,self-contain,0,1,111,yes,not stated,900000,12/08/2026,#######
Lekki Phase 2,Lagos,self-contain,0,1,130,no,yes,1100000,15/08/2026,#######
Dutse,Abuja,flat,3,4,299,no,not stated,3500000,11/08/2026,#######
Sangotedo,Lagos,terrace,4,5,198,not stated,not stated,4300000,04/08/2026,#######
Dutse,Abuja,self-contain,0,1,,not stated,yes,0,17/08/2026,#######
Lugbe,Abuja,self-contain,0,1,61,no,yes,1100000,11/08/2026,#######
Wuse 1,Abuja,duplex,1,2,97,yes,no,2000000,14/08/2026,#######
Ajah,Lagos,bungalow,3,4,735,yes,not stated,3500000,02/08/2026,#######
Maitama,Abuja,self-contain,0,1,145,not stated,not stated,2100000,08/08/2026,#######
Gwarinpa,Abuja,self-contain,0,1,125,no,not stated,800000,11/08/2026,#######
Opebi,Lagos,penthouse,2,2,85,not stated,yes,5200000,11/08/2026,#######
Asokoro,Abuja,bungalow,3,3,374,yes,yes,6200000,07/08/2026,#######
Asokoro,Abuja,bungalow,2,3,118,yes,yes,5100000,14/08/2026,#######
Garki,Abuja,terrace,2,1,,yes,yes,3400000,16/08/2026,#######
Gbagada,Lagos,bungalow,4,4,353,yes,yes,3700000,02/08/2026,#######
Guzape,Abuja,self-contain,0,1,64,no,yes,1200000,18/08/2026,#######
Mabushi,Abuja,duplex,3,4,779,not stated,no,4100000,06/08/2026,#######
Life Camp,Abuja,mansion,5,6,,yes,no,8700000,17/08/2026,#######
Ilupeju,Lagos,flat,2,3,140,no,not stated,2400000,08/08/2026,#######
Yaba,Lagos,flat,3,2,763,no,no,3700000,18/08/2026,#######
Lekki Phase 1,Lagos,flat,1,2,54,yes,not stated,5100000,16/08/2026,#######
Amuwo Odofin,Lagos,terrace,4,5,,yes,not stated,4700000,17/08/2026,#######
Magodo,Lagos,self-contain,0,1,,no,no,2000000,15/08/2026,#######
Mabushi,Abuja,flat,2,3,90,not stated,no,3400000,04/08/2026,#######
Sangotedo,Lagos,bungalow,2,1,42,no,no,2100000,18/08/2026,#######
Maryland,Lagos,flat,2,1,75,not stated,yes,3800000,02/08/2026,#######
Lekki Phase 1,Lagos,duplex,5,6,652,not stated,no,7900000,16/08/2026,#######
Wuse 2,Abuja,bungalow,1,1,51,not stated,yes,4000000,07/08/2026,#######
Mabushi,Abuja,duplex,4,3,,not stated,not stated,5200000,11/08/2026,#######
Ajah,Lagos,self-contain,0,1,,yes,yes,1500000,01/08/2026,#######
Festac,Lagos,bungalow,4,3,656,no,not stated,4300000,16/08/2026,#######
Ajah,Lagos,terrace,2,3,77,no,yes,3400000,16/08/2026,#######
Wuse 2,Abuja,terrace,2,2,84,not stated,no,5100000,01/08/2026,#######
Amuwo Odofin,Lagos,duplex,4,3,152,not stated,not stated,5400000,02/08/2026,#######
Ilupeju,Lagos,self-contain,0,1,109,yes,not stated,200000,10/08/2026,#######
Magodo,Lagos,self-contain,0,1,149,yes,not stated,800000,03/08/2026,#######
Lugbe,Abuja,flat,2,1,145,not stated,yes,2700000,13/08/2026,#######
Wuse 2,Abuja,mansion,4,5,712,yes,yes,17900000,18/08/2026,#######
Lokogoma,Abuja,duplex,2,2,,no,no,3700000,11/08/2026,#######
Ikeja,Lagos,penthouse,2,3,117,no,no,3900000,07/08/2026,#######
Asokoro,Abuja,bungalow,4,3,,yes,not stated,6700000,11/08/2026,#######
Lekki Phase 2,Lagos,mansion,3,3,,not stated,not stated,7700000,10/08/2026,#######
Dutse,Abuja,mansion,5,4,,yes,yes,7500000,14/08/2026,#######
Amuwo Odofin,Lagos,mansion,4,3,1166,no,no,8000000,11/08/2026,#######
Lekki Phase 1,Lagos,flat,2,1,,not stated,no,5300000,07/08/2026,#######
Asokoro,Abuja,flat,6,6,575,yes,not stated,9100000,09/08/2026,#######
Katampe,Abuja,flat,6,5,735,not stated,no,6700000,06/08/2026,#######
Sangotedo,Lagos,flat,3,2,363,no,no,4800000,17/08/2026,#######
Sangotedo,Lagos,mansion,2,3,1107,no,yes,5300000,08/08/2026,#######
Guzape,Abuja,penthouse,3,2,,yes,not stated,9800000,15/08/2026,#######
Gbagada,Lagos,terrace,2,2,132,no,no,3100000,09/08/2026,#######
Katampe,Abuja,mansion,4,4,705,no,yes,7100000,14/08/2026,#######
Ojodu Berger,Lagos,bungalow,5,6,657,not stated,no,5800000,18/08/2026,#######
Gwarinpa,Abuja,mansion,1,1,658,not stated,not stated,12100000,03/08/2026,#######
Maitama,Abuja,mansion,4,5,1161,no,no,16900000,18/08/2026,#######
Gbagada,Lagos,bungalow,5,6,,yes,not stated,4500000,12/08/2026,#######
Ajah,Lagos,penthouse,2,1,87,yes,no,4200000,17/08/2026,#######
Maitama,Abuja,penthouse,1,1,119,not stated,yes,9100000,03/08/2026,#######
Maitama,Abuja,terrace,3,2,576,no,no,6300000,16/08/2026,#######
Yaba,Lagos,penthouse,3,3,,no,not stated,5400000,03/08/2026,#######
Life Camp,Abuja,duplex,3,3,155,no,no,4100000,01/08/2026,#######
Surulere,Lagos,mansion,2,2,1131,not stated,not stated,6100000,07/08/2026,#######
Lokogoma,Abuja,duplex,3,4,790,not stated,no,4500000,13/08/2026,#######
VGC,Lagos,penthouse,6,6,350,yes,not stated,9900000,11/08/2026,#######
Ikoyi,Lagos,mansion,2,1,950,no,no,13600000,17/08/2026,#######
Garki,Abuja,flat,2,2,139,not stated,not stated,2100000,15/08/2026,#######
Ilupeju,Lagos,duplex,5,5,352,yes,no,5300000,07/08/2026,#######
Asokoro,Abuja,self-contain,0,1,,not stated,no,2100000,05/08/2026,#######
Asokoro,Abuja,penthouse,2,1,103,yes,no,10000000,10/08/2026,#######
Garki,Abuja,penthouse,2,2,111,yes,yes,4400000,11/08/2026,#######
Allen,Lagos,bungalow,1,1,,not stated,not stated,2500000,01/08/2026,#######
Ojodu Berger,Lagos,duplex,2,2,,no,yes,3300000,09/08/2026,#######
Katampe,Abuja,terrace,3,4,594,no,yes,4800000,14/08/2026,#######
Ikeja,Lagos,duplex,4,4,411,not stated,no,5300000,10/08/2026,#######
Mabushi,Abuja,mansion,2,2,,no,not stated,6000000,17/08/2026,#######
Ikeja,Lagos,self-contain,0,1,45,no,yes,300000,01/08/2026,#######
Lugbe,Abuja,duplex,3,2,164,not stated,not stated,3800000,12/08/2026,#######
Asokoro,Abuja,terrace,2,2,117,not stated,not stated,5100000,05/08/2026,#######
Yaba,Lagos,bungalow,2,1,84,no,no,2700000,17/08/2026,#######
Guzape,Abuja,penthouse,5,5,463,not stated,no,9800000,17/08/2026,#######
VGC,Lagos,terrace,1,1,,not stated,no,2900000,03/08/2026,#######
Wuse 2,Abuja,terrace,2,2,104,yes,no,6500000,03/08/2026,#######
Yaba,Lagos,terrace,2,3,,no,yes,3800000,10/08/2026,#######
Dutse,Abuja,flat,2,2,108,yes,not stated,3300000,11/08/2026,#######
Guzape,Abuja,duplex,1,2,,no,not stated,3700000,13/08/2026,#######
Mabushi,Abuja,bungalow,2,1,49,no,no,3500000,15/08/2026,#######
Surulere,Lagos,bungalow,3,4,596,not stated,no,3400000,01/08/2026,#######
Sangotedo,Lagos,penthouse,3,3,,not stated,not stated,4900000,07/08/2026,#######
Maryland,Lagos,flat,4,5,,yes,yes,3900000,16/08/2026,#######
Ajah,Lagos,self-contain,0,1,,no,not stated,0,01/08/2026,#######
VGC,Lagos,bungalow,2,2,69,no,yes,4700000,15/08/2026,#######
Festac,Lagos,bungalow,3,3,,yes,not stated,4000000,14/08/2026,#######
Ajah,Lagos,terrace,1,1,58,not stated,not stated,2200000,01/08/2026,#######
Maitama,Abuja,terrace,4,3,,yes,no,7800000,06/08/2026,#######
Wuse 1,Abuja,terrace,2,3,91,not stated,not stated,2100000,01/08/2026,#######
Dutse,Abuja,self-contain,0,1,144,not stated,yes,1500000,04/08/2026,#######
Life Camp,Abuja,penthouse,2,2,,yes,no,3900000,07/08/2026,#######
Maryland,Lagos,flat,5,6,653,not stated,not stated,5100000,03/08/2026,#######
Life Camp,Abuja,penthouse,2,3,63,no,not stated,5200000,09/08/2026,#######
Festac,Lagos,bungalow,3,2,,yes,yes,3500000,16/08/2026,#######
Garki,Abuja,flat,3,3,309,yes,yes,3900000,09/08/2026,#######
Mabushi,Abuja,self-contain,0,1,,no,yes,200000,12/08/2026,#######
Amuwo Odofin,Lagos,self-contain,0,1,89,not stated,yes,500000,02/08/2026,#######
Guzape,Abuja,mansion,5,6,994,no,yes,14300000,05/08/2026,#######
Gbagada,Lagos,penthouse,3,2,,yes,not stated,6300000,18/08/2026,#######
Opebi,Lagos,flat,5,5,561,not stated,no,4900000,02/08/2026,#######
Asokoro,Abuja,terrace,2,1,61,yes,yes,5300000,16/08/2026,#######
Lugbe,Abuja,flat,5,5,,yes,not stated,5100000,10/08/2026,#######
Ikoyi,Lagos,self-contain,0,1,116,no,no,900000,03/08/2026,#######
Ojodu Berger,Lagos,flat,3,2,591,not stated,no,3600000,01/08/2026,#######
Amuwo Odofin,Lagos,terrace,5,4,306,no,not stated,6400000,11/08/2026,#######
Amuwo Odofin,Lagos,bungalow,4,5,499,no,yes,4900000,15/08/2026,#######
Life Camp,Abuja,duplex,4,4,259,yes,no,4000000,11/08/2026,#######
Asokoro,Abuja,bungalow,2,2,102,not stated,no,4900000,16/08/2026,#######
Lekki Phase 2,Lagos,flat,2,2,102,no,not stated,3000000,04/08/2026,#######
Gbagada,Lagos,penthouse,2,2,68,yes,not stated,4900000,16/08/2026,#######
Ojodu Berger,Lagos,self-contain,0,1,132,yes,no,900000,11/08/2026,#######
Mabushi,Abuja,self-contain,0,1,40,yes,not stated,1700000,18/08/2026,#######
Lokogoma,Abuja,self-contain,0,1,131,not stated,yes,1000000,13/08/2026,#######
Wuse 2,Abuja,bungalow,3,2,,yes,no,6200000,16/08/2026,#######
Katampe,Abuja,bungalow,3,3,728,yes,no,3500000,07/08/2026,#######
Ilupeju,Lagos,self-contain,0,1,148,no,no,300000,03/08/2026,#######
Ikeja GRA,Lagos,flat,2,1,,yes,not stated,4100000,02/08/2026,#######
Ikeja,Lagos,flat,3,3,313,no,not stated,3000000,01/08/2026,#######
Yaba,Lagos,penthouse,2,1,136,not stated,not stated,5200000,04/08/2026,#######
Life Camp,Abuja,flat,5,6,378,yes,yes,6000000,15/08/2026,#######
Ajah,Lagos,bungalow,2,2,,no,yes,3100000,13/08/2026,#######
Dutse,Abuja,self-contain,0,1,106,yes,not stated,1700000,01/08/2026,#######
Opebi,Lagos,penthouse,2,3,72,no,no,4900000,05/08/2026,#######
Gbagada,Lagos,terrace,6,7,,not stated,no,6200000,13/08/2026,#######
Ojodu Berger,Lagos,flat,3,3,321,no,no,3800000,17/08/2026,#######
Maryland,Lagos,duplex,2,3,120,not stated,no,3600000,11/08/2026,#######
Maryland,Lagos,penthouse,6,6,526,no,no,7500000,08/08/2026,#######
Ilupeju,Lagos,duplex,2,2,90,not stated,yes,3100000,14/08/2026,#######
Dutse,Abuja,flat,2,3,140,not stated,not stated,2400000,14/08/2026,#######
Yaba,Lagos,flat,3,2,233,not stated,yes,2900000,04/08/2026,#######
Lekki Phase 2,Lagos,duplex,3,2,486,no,not stated,4500000,14/08/2026,#######
Garki,Abuja,flat,2,3,103,not stated,yes,2600000,13/08/2026,#######
Lugbe,Abuja,penthouse,3,2,736,not stated,not stated,6300000,08/08/2026,#######
Ikeja GRA,Lagos,terrace,3,3,619,yes,yes,5700000,12/08/2026,#######
Festac,Lagos,bungalow,1,1,111,no,yes,1700000,10/08/2026,#######
Dutse,Abuja,mansion,3,4,674,no,not stated,6700000,08/08/2026,#######
Lugbe,Abuja,self-contain,0,1,44,not stated,not stated,1300000,04/08/2026,#######
Lokogoma,Abuja,bungalow,5,6,,not stated,yes,5000000,06/08/2026,#######
Apo,Abuja,bungalow,3,2,,yes,yes,4700000,15/08/2026,#######
Ikeja,Lagos,flat,3,2,229,not stated,no,3300000,01/08/2026,#######
Lokogoma,Abuja,mansion,3,3,614,no,no,6900000,13/08/2026,#######
Gbagada,Lagos,terrace,3,3,504,not stated,yes,3500000,05/08/2026,#######
Allen,Lagos,terrace,2,2,,not stated,no,3100000,13/08/2026,#######
Victoria Island,Lagos,terrace,5,6,231,not stated,not stated,6700000,04/08/2026,#######
Allen,Lagos,bungalow,2,2,,no,yes,3200000,16/08/2026,#######
Allen,Lagos,self-contain,0,1,,not stated,not stated,0,13/08/2026,#######
Maitama,Abuja,flat,3,3,,not stated,no,5800000,06/08/2026,#######
VGC,Lagos,bungalow,1,1,66,not stated,no,3100000,17/08/2026,#######
Sangotedo,Lagos,flat,4,5,618,not stated,no,4000000,17/08/2026,#######
Wuse 2,Abuja,duplex,3,2,,no,yes,7100000,09/08/2026,#######
Opebi,Lagos,self-contain,0,1,141,no,not stated,1100000,08/08/2026,#######
Lugbe,Abuja,bungalow,2,3,86,yes,not stated,2700000,05/08/2026,#######
Ajah,Lagos,bungalow,5,4,,yes,yes,4900000,09/08/2026,#######
Ikeja GRA,Lagos,penthouse,6,5,307,not stated,no,10800000,17/08/2026,#######
VGC,Lagos,bungalow,6,6,604,not stated,yes,6800000,16/08/2026,#######
Magodo,Lagos,mansion,2,1,996,not stated,not stated,9300000,01/08/2026,#######
Mabushi,Abuja,self-contain,0,1,80,yes,yes,800000,14/08/2026,#######
Mabushi,Abuja,self-contain,0,1,97,no,no,400000,08/08/2026,#######
Gbagada,Lagos,penthouse,2,3,,no,not stated,4000000,01/08/2026,#######
Wuse 1,Abuja,bungalow,1,1,73,not stated,not stated,2800000,06/08/2026,#######
Ikoyi,Lagos,penthouse,6,6,379,not stated,not stated,12000000,02/08/2026,#######
Sangotedo,Lagos,self-contain,0,1,79,no,not stated,900000,09/08/2026,#######
Wuse 2,Abuja,duplex,2,3,124,yes,yes,6300000,13/08/2026,#######
Amuwo Odofin,Lagos,bungalow,4,4,667,not stated,yes,4400000,04/08/2026,#######
Asokoro,Abuja,duplex,1,1,,yes,not stated,4700000,10/08/2026,#######
Lekki Phase 1,Lagos,duplex,3,3,163,not stated,no,6100000,15/08/2026,#######
Sangotedo,Lagos,mansion,1,1,771,not stated,not stated,5900000,01/08/2026,#######
Gbagada,Lagos,duplex,3,2,779,yes,not stated,3200000,16/08/2026,#######
Asokoro,Abuja,mansion,3,2,,no,yes,16500000,12/08/2026,#######
Ikoyi,Lagos,terrace,4,4,404,yes,yes,6100000,13/08/2026,#######
Ikeja GRA,Lagos,penthouse,3,2,728,yes,not stated,8500000,12/08/2026,#######
Lekki Phase 2,Lagos,penthouse,3,4,,no,no,4800000,11/08/2026,#######
Jahi,Abuja,flat,4,4,731,yes,yes,7000000,16/08/2026,#######
Asokoro,Abuja,bungalow,4,5,375,not stated,not stated,6600000,14/08/2026,#######
Apo,Abuja,flat,3,2,197,yes,no,4100000,04/08/2026,#######
Allen,Lagos,bungalow,2,3,,no,yes,3900000,14/08/2026,#######
Magodo,Lagos,mansion,2,1,1184,yes,no,10300000,15/08/2026,#######
Festac,Lagos,penthouse,5,6,460,not stated,no,6300000,10/08/2026,#######
Apo,Abuja,duplex,2,3,135,no,not stated,3100000,03/08/2026,#######
Gwarinpa,Abuja,duplex,2,1,71,no,yes,4000000,14/08/2026,#######
Apo,Abuja,penthouse,4,3,715,no,no,5200000,03/08/2026,#######
Asokoro,Abuja,duplex,3,2,,no,yes,7300000,17/08/2026,#######
Ikeja GRA,Lagos,flat,4,3,,not stated,yes,6500000,07/08/2026,#######
Gwarinpa,Abuja,flat,2,3,,yes,no,4900000,11/08/2026,#######
Asokoro,Abuja,duplex,2,1,132,not stated,no,4700000,17/08/2026,#######
Guzape,Abuja,flat,4,5,527,yes,no,5700000,11/08/2026,#######
Allen,Lagos,self-contain,0,1,79,yes,no,1000000,08/08/2026,#######
Allen,Lagos,bungalow,3,2,547,yes,yes,3500000,11/08/2026,#######
Ilupeju,Lagos,duplex,3,3,189,no,not stated,2900000,09/08/2026,#######
Ilupeju,Lagos,self-contain,0,1,120,yes,no,100000,18/08/2026,#######
Surulere,Lagos,mansion,3,4,821,yes,not stated,5900000,03/08/2026,#######
Ilupeju,Lagos,bungalow,3,2,777,not stated,not stated,3100000,01/08/2026,#######
Opebi,Lagos,self-contain,0,1,99,yes,yes,1400000,12/08/2026,#######
VGC,Lagos,self-contain,0,1,55,no,not stated,700000,16/08/2026,#######
Ikeja,Lagos,bungalow,5,4,,yes,no,6300000,18/08/2026,#######
Dutse,Abuja,bungalow,2,1,78,not stated,yes,3500000,17/08/2026,#######
Surulere,Lagos,bungalow,3,4,,yes,not stated,4700000,16/08/2026,#######
Ikeja,Lagos,mansion,3,2,1015,no,no,6100000,14/08/2026,#######
Lugbe,Abuja,terrace,3,3,,not stated,yes,4100000,04/08/2026,#######
Katampe,Abuja,duplex,4,5,698,not stated,yes,5600000,04/08/2026,#######
Jahi,Abuja,penthouse,4,5,734,yes,yes,9700000,11/08/2026,#######
Lekki Phase 1,Lagos,self-contain,0,1,89,yes,no,1700000,18/08/2026,#######
Maryland,Lagos,mansion,2,2,1097,no,not stated,5600000,13/08/2026,#######
Life Camp,Abuja,bungalow,2,3,56,not stated,not stated,3900000,08/08/2026,#######
Lokogoma,Abuja,penthouse,4,4,646,no,no,5300000,18/08/2026,#######
Ikoyi,Lagos,mansion,1,1,,not stated,no,12600000,08/08/2026,#######
Mabushi,Abuja,duplex,2,2,77,no,no,3500000,10/08/2026,#######
Lekki Phase 1,Lagos,mansion,3,3,1042,no,not stated,15700000,08/08/2026,#######
Guzape,Abuja,duplex,6,5,,yes,not stated,7800000,06/08/2026,#######
Lugbe,Abuja,penthouse,5,5,,not stated,yes,6600000,11/08/2026,#######
Guzape,Abuja,mansion,4,5,898,no,no,12900000,02/08/2026,#######
Wuse 1,Abuja,duplex,3,3,726,not stated,no,4000000,15/08/2026,#######
Mabushi,Abuja,bungalow,2,3,,no,yes,2400000,05/08/2026,#######
Lekki Phase 1,Lagos,terrace,4,3,554,yes,not stated,7100000,08/08/2026,#######
Wuse 2,Abuja,bungalow,2,1,101,not stated,no,5000000,14/08/2026,#######
Ikeja,Lagos,self-contain,0,1,147,yes,not stated,1600000,16/08/2026,#######
Ikoyi,Lagos,self-contain,0,1,57,no,not stated,2100000,01/08/2026,#######
Gwarinpa,Abuja,self-contain,0,1,84,not stated,yes,1000000,12/08/2026,#######
Maitama,Abuja,flat,2,1,43,yes,not stated,5600000,04/08/2026,#######
Katampe,Abuja,penthouse,4,3,,not stated,not stated,6800000,04/08/2026,#######
Wuse 1,Abuja,self-contain,0,1,124,not stated,not stated,1000000,08/08/2026,#######
Wuse 1,Abuja,duplex,2,3,134,yes,not stated,2100000,07/08/2026,#######
Asokoro,Abuja,penthouse,3,4,,no,no,12600000,15/08/2026,#######
Allen,Lagos,terrace,4,4,733,no,not stated,4600000,10/08/2026,#######
Maitama,Abuja,bungalow,2,1,89,not stated,no,6300000,14/08/2026,#######
Festac,Lagos,self-contain,0,1,92,not stated,yes,-100000,04/08/2026,#######
VGC,Lagos,duplex,2,3,79,not stated,no,4700000,17/08/2026,#######
Katampe,Abuja,terrace,3,3,730,yes,no,4100000,12/08/2026,#######
Life Camp,Abuja,self-contain,0,1,142,not stated,not stated,1000000,03/08/2026,#######
